x,y
-21.060102286616548,-4.029240643957646
-21.429531972521104,-3.6924401747259337
-21.82845563498207,-3.391379497959043
-22.259161189738737,-3.138321845341246
-22.72402364383454,-2.9565271881506665
-23.21541324062637,-2.8709438978464497
-23.714542132567896,-2.8867414473428017
-24.209401553248092,-2.957775556717265
-24.704752637694956,-3.025761362950191
-25.20246733906251,-3.0708063142511595
-25.699813541060905,-3.029914481170258
-26.18344507603774,-2.9047059339376924
-26.65094531984515,-2.7277508322485104
-27.108449209985732,-2.5260921454954497
-27.56302234226763,-2.3178541881106707
-28.016856151312865,-2.1080104329345186
-28.46803050000457,-1.8925367531443593
-28.91427885685941,-1.667079949076422
-29.376064246822537,-1.4772315976236672
-29.86407402461767,-1.370911957324644
-30.36242511944325,-1.3338491857045511
-30.861867419101497,-1.3516185748106744
-31.356752485406524,-1.4210505309065427
-31.84114379084786,-1.5436631741593063
-32.30911307695864,-1.7189202978738614
-32.75727165188793,-1.9402658654205738
-33.18362894079911,-2.2011757512090155
-33.61816318841278,-2.4465922798425135
-34.09865026256365,-2.579213933738666
-34.59693378536724,-2.5713309835421283
-35.07604964063488,-2.431051192161818
-35.54196369630649,-2.2496268985227013
-36.009019295711205,-2.0711461328493637
-36.46936535402833,-1.8762514674690787
-36.91578605080156,-1.6512284538720583
-37.3574804806878,-1.417035597123943
-37.775221798160764,-1.1433787272969762
-38.10666391598872,-0.7723566944299682
-38.27719949335015,-0.3064692770594523
-38.23608398733937,0.18813176541413296
-38.01422127235763,0.6338685602658553
-37.70827154012639,1.028781006664859
-37.35671581094777,1.3837637656948543
-36.952959631461255,1.677370183440645
-36.50151448574471,1.8900162057455032
-36.015905092674956,2.0058445313383917
-35.51761238116167,2.0438969514742307
-35.017746650247354,2.0535194571899034
-34.51784194812571,2.061662520767028
-34.019287487120955,2.0975773846429298
-33.52602522877807,2.1780313366092785
-33.03417054859462,2.266841020128034
-32.53577954627764,2.304304842707874
-32.03597373206674,2.297104255676712
-31.53818018581916,2.251522490383487
-31.04556075771501,2.1666589894649313
-30.56147998155913,2.0419804488735585
-30.091818059134656,1.8713923214654682
-29.6267692465728,1.6884864111965623
-29.140875795118546,1.5719057304168553
-28.64508679267423,1.5088910587967892
-28.146060938742057,1.4789985017233735
-27.64612757388003,1.4740961632066865
-27.146682192878753,1.4954752081285116
-26.651006169406415,1.5599438548990134
-26.159295091625165,1.6502474932739881
-25.670177879959933,1.7537509759069123
-25.179527825171483,1.8498240509228903
-24.689106153757542,1.9470645705038776
-24.199280910019294,2.047266123387564
-23.704869217129456,2.121202058541606
-23.2064684985862,2.159530568717045
-22.706706315320947,2.174510779342374
-22.20683879392066,2.185966784275006
-21.707269171255785,2.206158787784249
-21.209029969494864,2.247108694749515
-20.714930519728934,2.3225735632298665
-20.229875147054827,2.443021805141683
