x,y
-21.34769510638847,-3.579376133955936
-22.336693684236142,-3.433735244737003
-23.3101378709603,-3.205877435646084
-24.266351514862798,-2.913667485819476
-25.20876429515442,-2.5793417317678617
-26.145391551179834,-2.2290167850239557
-27.087131741094687,-1.8928072763942332
-28.0435807232325,-1.6014647664333899
-29.019575772087567,-1.3853315175857561
-30.012793840576208,-1.2743310117105797
-31.011903236077064,-1.2906165366562727
-31.999827239226914,-1.4406618153874216
-32.9610477165982,-1.7142559809398914
-33.89493440304597,-2.071557617029843
-34.82805803433769,-2.4309068489162375
-35.790033621315644,-2.7001664754536594
-36.78524762545273,-2.7292028556648065
-37.71832413337316,-2.3920362705111233
-38.392988206608244,-1.6681592990447014
-38.675289603474575,-0.7157331624184591
-38.654295544194575,0.2815033255133389
-38.410148679345916,1.249113177666973
-37.92874528296191,2.120751891872543
-37.12289553367358,2.6895039783666577
-36.13515561850853,2.7975210728397917
-35.147841456920766,2.6452243574611165
-34.17469917374971,2.4150916412316294
-33.192313378906704,2.2305676599347772
-32.19575988169592,2.1528790789858996
-31.195983377250272,2.159531165331677
-30.197654478951463,2.216744146235401
-29.19917100702013,2.2709945662276962
-28.199411943568098,2.2691936239411348
-27.202079434524013,2.1983053547417652
-26.20950470563833,2.077247367903315
-25.2213759453691,1.9237876312954236
-24.236103349818546,1.7528262018856948
-23.25164612589731,1.5772025983340114
-22.264383934665656,1.4185859039865178
-21.268294732905378,1.3372139216309546
-20.275240573113468,1.4312876795476095
-19.369655472600332,1.838258445306247
-18.696161978430837,2.5703100030543826
-18.277223139825647,3.4746461902551196
-18.154021839520706,4.461409774916766
-18.501478026453118,5.383799027791548
-19.2601052682246,6.025259120240425
-20.171401419861496,6.433362366500231
-21.13079190056369,6.714081939580778
-22.107618188017877,6.9276629581416005
-23.090807167584313,7.110183278988324
-24.074714901778226,7.288841676207542
-25.05652894120779,7.478657704774192
-26.03639448480519,7.678300829812459
-27.01489224554166,7.88455347116856
-27.992833330310333,8.093434262380066
-28.971194801694892,8.300332920716276
-29.951034458594773,8.500097223206113
-30.933337741681317,8.68734013587635
-31.918885052320245,8.85663238030111
-32.908088259052455,9.002995058998406
-33.90092863161494,9.122143164672844
-34.8969520634972,9.21075639751319
-35.895383679006684,9.265713477038902
-36.895209525670566,9.278045915759485
-37.89413815991145,9.235421528362036
-38.88755295020655,9.123155367577644
-39.86700868018937,8.923572947627259
-40.8180107046194,8.616505189616745
-41.71769973564168,8.18217702625401
-42.535934958171886,7.609307846044334
-43.24973625306344,6.9105488823768475
-43.842050248548766,6.106194658318029
-44.29731446859737,5.217067163393935
-44.602127159212486,4.2658318396674355
-44.74680060328145,3.2775001459613025
-44.7282309913477,2.278746022533317
-44.579679561023404,1.2902533958267814
-44.36487672328378,0.31366346229318876
-44.13905121233328,-0.6604889874382553
-43.96465901271384,-1.6447907328703986
-43.946892472296526,-2.6422553887725986
-44.27597126496893,-3.576141365711807
-45.01674505704109,-4.235081457944671
-45.94545469016406,-4.596378383659818
-46.93707005873445,-4.701350882970857
-47.91111735758096,-4.503687425103874
-48.6471847765491,-3.8517479605602962
-48.9896141360531,-2.9170400758171007
-49.12712614185407,-1.9271684196157683
-49.19743762156922,-0.9296692078798597
-49.252133882982086,0.06882293335498052
-49.286335160374186,1.0682110064953403
-49.29008741536147,2.0681493396808173
-49.25171188756628,3.0673114091574827
-49.15682640581029,4.062619695403688
-48.98803495540556,5.04796646509495
-48.740887296066084,6.016749248933062
-48.448459638973205,6.973005590624311
-48.14781317850087,7.926740978510684
-47.838579966603945,8.877709795846638
-47.50221975488372,9.819382756536497
-47.123490826948874,10.744747059495205
-46.67984445668742,11.640572271024782
-46.13432045995023,12.477495072841206
-45.42753045798439,13.180377997456805
-44.54455537540318,13.641553321888354
-43.57075087678643,13.860748484801759
-42.57304819353502,13.917625584821389
-41.57444626951431,13.870708309040488
-40.58141945785755,13.754026732492246
-39.59521497100984,13.588925461050453
-38.61526618294073,13.389852144000784
-37.640276635576726,13.167668551766408
-36.66850655621101,12.931754329105503
-35.69803025140754,12.690559037986372
-34.727600569111004,12.449176055491117
-33.755974731385365,12.2126636401863
-32.78194371909708,11.986279963170238
-31.804662488793312,11.774388369485768
-30.823788644293458,11.579818312884353
-29.839819175177784,11.401520516719755
-28.854422903349253,11.23124730086564
-27.86921589808027,11.059889606992597
-26.886622645049062,10.874241537477527
-25.907122853650964,10.672803684649091
-24.92393478973693,10.490518912189968
-23.936248023547314,10.334119053862972
-22.948299338232477,10.179354982626501
