x,y
-21.34769510638847,-3.579376133955936
-21.84381572276646,-3.5175809277877703
-22.336693684236142,-3.433735244737003
-22.82557383740516,-3.3290380340844687
-23.3101378709603,-3.205877435646084
-23.790315442353748,-3.066560902248683
-24.266351514862798,-2.913667485819476
-24.738871568120494,-2.750214386997978
-25.20876429515442,-2.5793417317678617
-25.677162218996944,-2.4044051156758024
-26.145391551179834,-2.2290167850239557
-26.614903667803606,-2.0570998011270394
-27.087131741094687,-1.8928072763942332
-27.56310278626787,-1.7397221155299294
-28.0435807232325,-1.6014647664333899
-28.52908848120461,-1.482119767643493
-29.019575772087567,-1.3853315175857561
-29.514537637993396,-1.3150269447316325
-30.012793840576208,-1.2743310117105797
-30.51262550598966,-1.2656353276081673
-31.011903236077064,-1.2906165366562727
-31.50835338237293,-1.3492389590126426
-31.999827239226914,-1.4406618153874216
-32.48453010090718,-1.5630568326513987
-32.9610477165982,-1.7142559809398916
-33.430030103809514,-1.887543399864847
-33.89493440304597,-2.071557617029843
-34.35969097111326,-2.2559460030750045
-34.82805803433769,-2.4309068489162375
-35.30387696366791,-2.5842634295001194
-35.790033621315644,-2.7001664754536594
-36.28656322632552,-2.7548098795469875
-36.78524762545273,-2.7292028556648065
-37.27021123881738,-2.6112404084762804
-37.71832413337316,-2.3920362705111233
-38.10113289159941,-2.0724799848899744
-38.392988206608244,-1.668159299044701
-38.58147220398704,-1.2062221213285584
-38.675289603474575,-0.7157331624184586
-38.69527125529238,-0.2165245698236939
-38.654295544194575,0.28150332551333934
-38.55887194505557,0.7720470823554824
-38.410148679345916,1.2491131776669735
-38.20403862509827,1.7042290261913375
-37.92874528296191,2.1207518918725436
-37.56694232660166,2.463538931495126
-37.12289553367358,2.6895039783666577
-36.63460111714697,2.7916972130388737
-36.13515561850853,2.7975210728397917
-35.638652738654585,2.7402860132494453
-35.147841456920766,2.6452243574611165
-34.660950851856335,2.5315260145911163
-34.17469917374971,2.4150916412316294
-33.685828392890016,2.3103402925074255
-33.192313378906704,2.2305676599347772
-32.6950166172594,2.1792662748562015
-32.19575988169592,2.1528790789858996
-31.695819540224132,2.147538131554615
-31.195983377250272,2.159531165331677
-30.696632275439974,2.184801155761038
-30.197654478951463,2.216744146235401
-29.698622047711627,2.2478047324872645
-29.19917100702013,2.2709945662276962
-28.69927201777794,2.279597804272457
-28.199411943568098,2.2691936239411348
-27.700217608754052,2.241230851072279
-27.202079434524013,2.1983053547417652
-26.705174120387273,2.142857631914502
-26.209504705638327,2.077247367903315
-25.714966016775477,2.003578172366069
-25.2213759453691,1.9237876312954236
-24.728507488301624,1.8396469513066203
-24.236103349818546,1.7528262018856946
-23.74390099502914,1.6648669947317618
-23.25164612589731,1.5772025983340114
-22.758835109973443,1.4927414961746182
-22.264383934665656,1.4185859039865178
-21.767507644274016,1.3632405312690339
-21.268294732905378,1.3372139216309546
-20.76880549810422,1.3541402679312105
-20.275240573113464,1.4312876795476097
-19.80108333017857,1.5876104371332977
-19.369655472600332,1.838258445306247
-19.00059507776164,2.1743500330073013
-18.696161978430837,2.570310003054383
-18.454743272306423,3.007684615345524
-18.277223139825647,3.47464619025512
-18.17087968819114,3.9626384087876456
-18.154021839520706,4.461409774916767
-18.259375748835208,4.948397953133418
-18.501478026453118,5.383799027791549
-18.84892885464931,5.741749985179625
-19.2601052682246,6.025259120240425
-19.706145437704723,6.250600545419416
-20.171401419861496,6.433362366500231
-20.647768124505937,6.585038104873707
-21.13079190056369,6.714081939580778
-21.61792786660304,6.826692280432518
-22.107618188017877,6.9276629581416005
-22.598822376622454,7.021018518446638
-23.090807167584313,7.110183278988324
-23.582956797567473,7.19843673277596
-24.074714901778226,7.288841676207542
-24.56589340935891,7.382345083489244
-25.05652894120779,7.478657704774192
-25.546674801137986,7.5774329792227215
-26.03639448480519,7.678300829812459
-26.525768047003833,7.780835398912207
